rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,guestFavoriteScore,superhostScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,guest_favorite,Wifi,Free parking on premises,TV,Washer,Paid crib - available upon request,Children’s books and toys for ages 2-5 years old,Baby bath - available upon request,Exterior security cameras on property,Carbon monoxide alarm,Smoke alarm,Guest favorite,Courtyard view,Kitchen,Dedicated workspace,Pets allowed,32 inch HDTV with Netflix,Free washer – In unit,Private patio or balcony,HDTV,Hair dryer,Garden view,Patio or balcony,Backyard,Air conditioning,Smoking allowed,Elevator,Central air conditioning,Pool,Shared outdoor pool - open specific hours,infinity,Hot tub,50 inch HDTV,Paid washer – In unit,City skyline view,Mountain view,Shared outdoor pool - available all year,open specific hours,rooftop,HDTV with premium cable,Free parking garage on premises – 1 space,Refrigerator,Microwave,Shared sauna,Luggage dropoff allowed,Shared hot tub - available all year,43 inch HDTV with standard cable,Netflix,Disney+,Amazon Prime Video,Fast wifi – 66 Mbps,Shared pool,Pack ’n play/Travel crib,Fire pit,Free dryer – In unit,Superhost,Lake access,Shared pool - available all year,Washer – In unit,Private hot tub,Private outdoor pool - available all year,open 24 hours,Fast wifi – 244 Mbps,Shared pool - open specific hours,Shared hot tub,43 inch HDTV with Fire TV,Fast wifi – 179 Mbps,Free washer,Free street parking,Fast wifi – 325 Mbps,43 inch HDTV with Amazon Prime Video,Apple TV,standard cable,Park view,Wifi – 34 Mbps,Free carport on premises,40 inch HDTV with premium cable,HDTV with Netflix,Free residential garage on premises – 1 space,Haceb refrigerator,Fast wifi – 129 Mbps,32 inch HDTV with Amazon Prime Video,Sauna,Shared hot tub - open specific hours,41 inch HDTV with HBO Max,Chromecast,premium cable,Free driveway parking on premises – 4 spaces,lap pool,TV with Netflix,Roku,Paid washer,Fast wifi – 183 Mbps,Paid washer – In building,Fast wifi – 294 Mbps,Free carport on premises – 1 space,43 inch HDTV with premium cable,HBO Max,Dryer – In unit,Fast wifi – 185 Mbps,Free residential garage on premises,55 inch HDTV with Amazon Prime Video,Fire TV,Private hot tub - available all year,49 inch HDTV with Netflix,Private indoor pool - available all year,50 inch HDTV with standard cable,Shared patio or balcony,TV with standard cable,Shared backyard – Fully fenced,Long term stays allowed,Indoor pool - available all year,55 inch HDTV with HBO Max,43 inch HDTV,Dryer,Free driveway parking on premises – 2 spaces,55 inch HDTV with Netflix,Shared pool -,AC - split type ductless system,Fast wifi – 517 Mbps,Free driveway parking on premises – 1 space,Wifi – 36 Mbps,Free parking garage on premises – 2 spaces,TV with premium cable,Fast wifi – 158 Mbps,60 inch HDTV with Netflix,Portable air conditioning,Fast wifi – 125 Mbps,Shared indoor pool - open specific hours,48 inch HDTV,Fast wifi – 193 Mbps,102 inch HDTV with Netflix,Centrales refrigerator,Whirlpool refrigerator,HDTV with HBO Max,55 inch HDTV with Disney+,32 inch HDTV with standard cable,Crib,High chair,Fast wifi – 101 Mbps,42 inch HDTV with Netflix,Fast wifi – 260 Mbps,32 inch HDTV with Roku,42 inch HDTV with standard cable,40 inch HDTV,Bathtub,HDTV with Amazon Prime Video,Shared indoor pool - available all year,49 inch HDTV,Fast wifi – 535 Mbps,Free parking garage on premises,47 inch HDTV with Netflix,Fast wifi – 485 Mbps,49 inch HDTV with Amazon Prime Video,Shared backyard – Not fully fenced,Samsung refrigerator,37 inch HDTV with standard cable,Fast wifi – 429 Mbps,101 inch HDTV with standard cable,DVD player,Window AC unit,heated,Free residential garage on premises – 14 spaces,olympic-sized,pool toys,32 inch HDTV with Disney+,40 inch HDTV with standard cable,Mabe refrigerator,Fast wifi – 61 Mbps,HDTV with standard cable,50 inch HDTV with premium cable,Electrolux refrigerator,Pool view,46 inch HDTV with Netflix,Private sauna,Free residential garage on premises – 2 spaces,HDTV with Chromecast,EV charger - level 1,Private pool,140 inch TV,50 inch HDTV with Amazon Prime Video,43 inch TV,Private gym in building,Fast wifi – 488 Mbps,Shared backyard,Free driveway parking on premises – 5 spaces,Paid parking off premises,Private indoor pool,49 inch HDTV with premium cable,Free dryer – In building,Paid parking lot off premises,Shared outdoor pool - available seasonally,Free dryer,,Shared indoor pool - available seasonally,65 inch HDTV with Chromecast,60 inch HDTV with HBO Max,65 inch HDTV with Disney+,Fast wifi – 440 Mbps,70 inch HDTV with HBO Max,Free parking garage on premises – 83 spaces,50 inch TV with premium cable,Fast wifi – 137 Mbps,Fast wifi – 292 Mbps,Free residential garage on premises – 6 spaces,Private pool - available all year,55 inch HDTV,Pool - available seasonally,Private outdoor pool - open specific hours,Fast wifi – 82 Mbps,Free carport on premises – 2 spaces,55 inch HDTV with premium cable,Free parking on premises – 3 spaces,Challenger refrigerator,Shared indoor pool - open 24 hours,Fast wifi – 71 Mbps,Free parking on premises – 1 space,Fast wifi – 155 Mbps,127 inch HDTV with Netflix,Free parking on premises – 10 spaces,Fast wifi – 67 Mbps,42 inch HDTV with premium cable,43 inch HDTV with Netflix,Kaley refrigerator,Fast wifi – 347 Mbps,50 inch HDTV with Netflix,LikeIt,MessageSent,Responded,priceRankScore,Tab Order,priceRank,65 inch HDTV with Amazon Prime Video,TabOrder,Fast wifi – 314 Mbps,Bay view,Shared beach access,Fast wifi – 111 Mbps,Beach access – Beachfront,Ocean view,58 inch HDTV with Netflix,Fast wifi – 59 Mbps,Lake view,Wifi – 10 Mbps,37 inch HDTV with Chromecast,Private backyard – Not fully fenced,Children’s books and toys,Indoor fireplace
67,3663,0,1305,1270,0,4,1084,,,53939082,Apartment in Bucaramanga,01/18/25 - 01/21/25,0,271,10,4.83,4.83 (18),17,https://www.airbnb.com/rooms/53939082?room_types%5B%5D=Entire%20home%2Fapt,23,0,0,NaN,0,0,0,NaN,2 beds,,TRUE,,,,,,,,FALSE,FALSE,,,TRUE,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,3638,0,1280,1270,0,4,1084,,,666656269525377025,Apartment in Bucaramanga,01/18/25 - 01/21/25,0,271,15,4.83,4.83 (23),17,https://www.airbnb.com/rooms/666656269525377025?room_types%5B%5D=Entire%20home%2Fapt,28,0,0,NaN,0,0,0,NaN,4 beds,FALSE,TRUE,TRUE,,,,TRUE,,,,FALSE,TRUE,,TRUE,TRUE,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,3638,0,1280,1270,0,4,1084,,,1038531832149753289,Apartment in Bucaramanga,01/18/25 - 01/21/25,0,271,15,4.83,4.83 (114),17,https://www.airbnb.com/rooms/1038531832149753289?room_types%5B%5D=Entire%20home%2Fapt,28,0,0,NaN,0,0,0,NaN,,FALSE,TRUE,TRUE,TRUE,,,,,,FALSE,FALSE,TRUE,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,3633,0,1275,1270,0,4,1084,,,1147024766321297438,Apartment in Bucaramanga,01/18/25 - 01/21/25,0,271,16,4.83,4.83 (23),17,https://www.airbnb.com/rooms/1147024766321297438?room_types%5B%5D=Entire%20home%2Fapt,29,0,0,NaN,0,0,0,NaN,1 double bed,,TRUE,TRUE,TRUE,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,3633,0,1270,1270,0,4,1084,,,763965346131895036,Apartment in Bucaramanga,01/18/25 - 01/21/25,0,271,17,4.83,4.83 (58),17,https://www.airbnb.com/rooms/763965346131895036?room_types%5B%5D=Entire%20home%2Fapt,30,0,0,NaN,0,0,0,NaN,1 double bed,,TRUE,,TRUE,,,,TRUE,,FALSE,FALSE,,,TRUE,,TRUE,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,3613,0,1255,1270,0,4,1084,,,1265111097710896017,Condo in Floridablanca,01/18/25 - 01/21/25,0,271,20,4.83,4.83 (6),17,https://www.airbnb.com/rooms/1265111097710896017?room_types%5B%5D=Entire%20home%2Fapt,33,0,0,NaN,0,0,0,NaN,2 queen beds,,TRUE,TRUE,,,,,,,FALSE,FALSE,,,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,3588,0,1230,1270,0,4,1084,,,40744722,Apartment in Bucaramanga,01/18/25 - 01/21/25,0,271,25,4.83,4.83 (87),17,https://www.airbnb.com/rooms/40744722?room_types%5B%5D=Entire%20home%2Fapt,38,0,0,NaN,0,0,0,NaN,1 queen bed,,TRUE,,,,,,,,FALSE,FALSE,,,TRUE,,TRUE,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,3568,0,1205,1270,0,4,1084,,,690469332869751516,Loft in Bucaramanga,01/18/25 - 01/21/25,0,271,30,4.83,4.83 (23),17,https://www.airbnb.com/rooms/690469332869751516?room_types%5B%5D=Entire%20home%2Fapt,43,0,0,NaN,0,0,0,NaN,1 king bed,,TRUE,TRUE,TRUE,,,,TRUE,,FALSE,FALSE,,,TRUE,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3498,0,1140,1270,0,4,1084,,,15598096,Apartment in Bucaramanga,01/18/25 - 01/21/25,0,271,43,4.83,4.83 (98),17,https://www.airbnb.com/rooms/15598096?room_types%5B%5D=Entire%20home%2Fapt,59,0,0,NaN,0,0,0,NaN,4 beds,FALSE,TRUE,TRUE,,,,,,,,,TRUE,,TRUE,TRUE,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,3703,0,1340,1275,0,4,1084,,,1252312139508078910,Apartment in Bucaramanga,01/18/25 - 01/21/25,0,271,3,4.84,4.84 (19),16,https://www.airbnb.com/rooms/1252312139508078910?room_types%5B%5D=Entire%20home%2Fapt,16,0,0,NaN,0,0,0,NaN,,FALSE,TRUE,TRUE,TRUE,,,,,,FALSE,FALSE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,3668,0,1305,1275,0,4,1084,,,1038692754758174407,Apartment in Bucaramanga,01/18/25 - 01/21/25,0,271,10,4.84,4.84 (51),16,https://www.airbnb.com/rooms/1038692754758174407?room_types%5B%5D=Entire%20home%2Fapt,23,0,0,NaN,0,0,0,NaN,2 beds,FALSE,,,TRUE,,,,,,FALSE,FALSE,TRUE,,TRUE,TRUE,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3658,0,1295,1275,0,4,1084,,,40961132,Apartment in Bucaramanga,01/18/25 - 01/21/25,0,271,12,4.84,4.84 (245),16,https://www.airbnb.com/rooms/40961132?room_types%5B%5D=Entire%20home%2Fapt,25,0,0,NaN,0,0,0,NaN,,FALSE,TRUE,TRUE,,,,,,,FALSE,FALSE,TRUE,,TRUE,TRUE,,,,,,,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,3643,0,1280,1275,0,4,1084,,,48850385,Apartment in Bucaramanga,01/18/25 - 01/21/25,0,271,15,4.84,4.84 (37),16,https://www.airbnb.com/rooms/48850385?room_types%5B%5D=Entire%20home%2Fapt,28,0,0,NaN,0,0,0,NaN,2 double beds,FALSE,TRUE,,,,,,,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,3718,0,1345,1280,0,4,1084,,,1156623638372071033,Loft in Bucaramanga,01/18/25 - 01/21/25,0,271,2,4.85,4.85 (20),15,https://www.airbnb.com/rooms/1156623638372071033?room_types%5B%5D=Entire%20home%2Fapt,15,0,0,NaN,0,0,0,NaN,,,TRUE,TRUE,TRUE,,,,TRUE,,FALSE,FALSE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,3698,0,1325,1280,0,4,1084,,,21261273,Condo in Floridablanca,01/18/25 - 01/21/25,0,271,6,4.85,4.85 (122),15,https://www.airbnb.com/rooms/21261273?room_types%5B%5D=Entire%20home%2Fapt,19,0,0,NaN,0,0,0,NaN,9 beds,,TRUE,TRUE,,TRUE,,,TRUE,,,,,,TRUE,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,3678,0,1305,1280,0,4,1084,,,859996903437055456,Apartment in Bucaramanga,01/18/25 - 01/21/25,0,271,10,4.85,4.85 (33),15,https://www.airbnb.com/rooms/859996903437055456?room_types%5B%5D=Entire%20home%2Fapt,23,0,0,NaN,0,0,0,NaN,,,TRUE,TRUE,TRUE,,,,TRUE,,FALSE,FALSE,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,3673,0,1305,1280,0,4,1084,,,1018383185869001201,Apartment in Bucaramanga,01/18/25 - 01/21/25,0,271,10,4.85,4.85 (100),15,https://www.airbnb.com/rooms/1018383185869001201?room_types%5B%5D=Entire%20home%2Fapt,23,0,0,NaN,0,0,0,NaN,,FALSE,TRUE,,TRUE,,,,,,FALSE,FALSE,TRUE,,TRUE,TRUE,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,3673,0,1300,1280,0,4,1084,,,26956293,Apartment in Bucaramanga,01/18/25 - 01/21/25,0,271,11,4.85,4.85 (103),15,https://www.airbnb.com/rooms/26956293?room_types%5B%5D=Entire%20home%2Fapt,24,0,0,NaN,0,0,0,NaN,3 beds,,,,,,,,TRUE,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,3668,0,1300,1280,0,4,1084,,,1236482984319853881,Loft in Bucaramanga,01/18/25 - 01/21/25,0,271,11,4.85,4.85 (13),15,https://www.airbnb.com/rooms/1236482984319853881?room_types%5B%5D=Entire%20home%2Fapt,24,0,0,NaN,0,0,0,NaN,1 bed,FALSE,TRUE,,TRUE,,,TRUE,,,FALSE,FALSE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,3663,0,1295,1280,0,4,1084,,,777592955957950056,Apartment in Bucaramanga,01/18/25 - 01/21/25,0,271,12,4.85,4.85 (75),15,https://www.airbnb.com/rooms/777592955957950056?room_types%5B%5D=Entire%20home%2Fapt,25,0,0,NaN,0,0,0,NaN,,FALSE,TRUE,TRUE,,,,,,,FALSE,FALSE,TRUE,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,3608,0,1235,1280,0,4,1084,,,1236859005990542320,Loft in Bucaramanga,01/18/25 - 01/21/25,0,271,24,4.85,4.85 (26),15,https://www.airbnb.com/rooms/1236859005990542320?room_types%5B%5D=Entire%20home%2Fapt,37,0,0,NaN,0,0,0,NaN,1 queen bed,,,,,,,,TRUE,,FALSE,FALSE,,,TRUE,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,3578,0,1210,1280,0,4,1084,,,944411949309840768,Apartment in Floridablanca,01/18/25 - 01/21/25,0,271,29,4.85,4.85 (48),15,https://www.airbnb.com/rooms/944411949309840768?room_types%5B%5D=Entire%20home%2Fapt,42,0,0,NaN,0,0,0,NaN,2 beds,FALSE,,TRUE,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,3723,0,1350,1285,0,4,1084,,,1108231859079231617,Apartment in Bucaramanga,01/18/25 - 01/21/25,0,271,1,4.86,4.86 (7),14,https://www.airbnb.com/rooms/1108231859079231617?room_types%5B%5D=Entire%20home%2Fapt,14,0,0,NaN,0,0,0,NaN,1 bed,FALSE,TRUE,,TRUE,,,,,,FALSE,FALSE,TRUE,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,3678,0,1305,1285,0,4,1084,,,1306757463655611420,Apartment in Bucaramanga,01/18/25 - 01/21/25,0,271,10,4.86,4.86 (7),14,https://www.airbnb.com/rooms/1306757463655611420?room_types%5B%5D=Entire%20home%2Fapt,23,0,0,NaN,0,0,0,NaN,,FALSE,TRUE,TRUE,TRUE,,,,,,FALSE,FALSE,TRUE,,TRUE,TRUE,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3658,0,1280,1285,0,4,1084,,,734163826478818161,Apartment in Bucaramanga,01/18/25 - 01/21/25,0,271,15,4.86,4.86 (57),14,https://www.airbnb.com/rooms/734163826478818161?room_types%5B%5D=Entire%20home%2Fapt,28,0,0,NaN,0,0,0,NaN,5 beds,,TRUE,TRUE,,,,,TRUE,,FALSE,,,,TRUE,TRUE,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
